File,Current,Planning2,Planning3,Hash Match,Recommendation
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_08_S1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_09_S2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_10_S3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_11_E1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_12_E2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_13_E3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_14_E4.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_15_R1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_16_R2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_17_R3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_18_S1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_19_S2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_10_run_20_S3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_01_E1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_02_E2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_03_E3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_04_E4.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_05_R1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_06_R2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_07_R3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_08_S1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_09_S2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_10_S3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_11_E1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_12_E2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_13_E3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_14_E4.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_15_R1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_16_R2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_17_R3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_18_S1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_19_S2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_123_run_20_S3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_01_E1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_02_E2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_03_E3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_04_E4.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_05_R1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_06_R2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_07_R3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_08_S1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_09_S2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_10_S3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_11_E1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_12_E2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_13_E3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_14_E4.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_15_R1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_16_R2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_17_R3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_18_S1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_19_S2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_42_run_20_S3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_01_E1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_02_E2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_03_E3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_04_E4.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_05_R1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_06_R2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_07_R3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_08_S1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_09_S2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_10_S3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_11_E1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_12_E2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_13_E3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_14_E4.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_15_R1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_16_R2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_17_R3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_18_S1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_19_S2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/fixed_999_run_20_S3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_01_E1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_02_E2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_03_E3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_04_E4.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_05_R1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_06_R2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_07_R3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_08_S1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_09_S2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_10_S3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_11_E1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_12_E2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_13_E3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_14_E4.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_15_R1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_16_R2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_17_R3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_18_S1.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_19_S2.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/pilot/raw_runs/random_system_run_20_S3.json,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/reports/DEBT010_StudyD_Feasibility_Assessment.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/reports/DEBT010_StudyF_Operational_Review.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/reports/board_submission.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/reports/neutrality_assessment.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/reports/severity_review.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/results/full_experiment.csv,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/results/statistical_analysis.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Execution/seed_matrix.csv,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Task_Corpus/DEBT001_TASK_CORPUS_v1.0.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Task_Corpus/README.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Task_Corpus/tasks/E1_refactoring_input.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Task_Corpus/tasks/E2_unit_test_spec.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Task_Corpus/tasks/E3_failure_analysis.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Task_Corpus/tasks/E4_api_review.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Task_Corpus/tasks/R1_persistence_comparison.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Task_Corpus/tasks/R2_dependency_risk.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Task_Corpus/tasks/R3_evidence_classification.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Task_Corpus/tasks/S1_debt_prioritization.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Task_Corpus/tasks/S2_trust_boundary.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT001/Task_Corpus/tasks/S3_governance_review.md,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT007/DEBT007_DESIGN_STUDY_v2.0.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/DEBT010_StudyD_Benchmark.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/docker_cpu.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/docker_memory.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/docker_startup.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/boot_final.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/boot_stdout.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/boot_stdout_debug.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/boot_success_stdout.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/boot_success_time.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/boot_time.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/boot_time_debug.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_boot_stdout.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_boot_time.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_1.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_10.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_2.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_3.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_4.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_5.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_6.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_7.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_8.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_9.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_1.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_10.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_2.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_3.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_4.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_5.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_6.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_7.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_8.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_9.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/workload-rootfs.ext4,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/DEBT010_StudyD_Benchmark_Report.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/docker_baseline.csv,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/docker_baseline_notes.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/docker_results.csv,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/firecracker_boot_10.csv,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/firecracker_boot_10_direct.csv,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/firecracker_boot_notes.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/firecracker_version.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/host_baseline.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/DEBT011_DESIGN_STUDY_v1.1.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/evidence/core_docker_references.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/evidence/docker_state_verification_notes.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/evidence/external_runner_audit_trail_grep.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/evidence/external_runner_docker_state_verification_grep.txt,YES,NO,NO,NO,KEEP
